sample	C1	C2	C3	C4	C5	Confidence	PredictedCluster
DLBCL10546	0.799016777579375	0.03617891801081728	0.014589782260669579	0.025453083715454475	0.12476143843368372	0.799016777579375	C1
DFCIDL001_DT	0.14151787640546715	0.20790280532030522	0.4470557230559632	0.1877053207752756	0.01581827444298886	0.4470557230559632	C3
DLBCL_C_D_1110_NULLPAIR	0.12719139426758433	0.01402814121069683	0.7527800065878734	0.09094327484182659	0.015057183092018873	0.7527800065878734	C3
DLBCL_LS1620	0.0034508155816684303	0.003795940752659024	0.9824039984380943	0.007459533835743243	0.0028897113918349986	0.9824039984380943	C3
DLBCL11182	0.14879660053374114	0.04487237390929055	0.031957553722619665	0.31850513883138953	0.45586833300295915	0.45586833300295915	C5
DLBCL_C_D_1162_NULLPAIR	0.018822161802676023	0.03683112037599467	0.20695445931324483	0.16187101000124415	0.5755212485068404	0.5755212485068404	C5
DLBCL11559	0.013777413784973774	0.08390905790902611	0.858804531247729	0.03313153511387264	0.010377461944398378	0.858804531247729	C3
DLBCL_RICOVER_105	0.04176003611546065	0.5800871287726741	0.017994426823695103	0.01517573842718212	0.3449826698609881	0.5800871287726741	C2
DLBCL_RICOVER_150	0.013875051058327714	0.3312380721916999	0.026930449565493307	0.023680384525679277	0.6042760426587999	0.6042760426587999	C5
DLBCL_LS1546	0.0170717506643149	0.8271769075189761	0.0375264187120191	0.010598807988790072	0.10762611511589985	0.8271769075189761	C2
DLBCL_RICOVER_1169	0.019607292589591627	0.9096696655681091	0.03758079766059458	0.021196818490822503	0.011945425690882135	0.9096696655681091	C2
DLBCL_C_D_1120_NULLPAIR	0.03588887744346465	0.5052776056301993	0.1576076572191635	0.022933670408072534	0.27829218929910005	0.5052776056301993	C2
DLBCL_RICOVER_704	0.0028945351117276273	0.002917344920637414	0.0022761724076034865	0.0037050559885368024	0.9882068915714947	0.9882068915714947	C5
DLBCL_C_D_1107_NULLPAIR	0.9298540348843378	0.004887947010317333	0.02918852674170018	0.028540895998123626	0.007528595365521025	0.9298540348843378	C1
DLBCL10473	0.045584730153131754	0.8814913851840811	0.020300229331733522	0.04050483749220465	0.012118817838849029	0.8814913851840811	C2
DLBCL10477	0.00044413632306901835	0.9976023711040698	0.000838689331909118	0.0003923043091627056	0.0007224989317894056	0.9976023711040698	C2
DLBCL_LS3615	0.018793862268097546	0.00884712766060796	0.9399906470240199	0.02098523918417308	0.011383123863101483	0.9399906470240199	C3
DLBCL11571	0.03506051569571399	0.013438491898125227	0.03295409946265199	0.8546108931975649	0.06393599974594386	0.8546108931975649	C4
DLBCL_C_D_1155_NULLPAIR	0.9666769229309707	0.0036851696959499403	0.01324600331388683	0.01247072073940301	0.0039211833197894735	0.9666769229309707	C1
DLBCL_LS2978	0.9538402582673678	0.006814585376032664	0.005837702153836734	0.0259912619152126	0.007516192287550103	0.9538402582673678	C1
DLBCL10478	0.08551750366565025	0.011600722849038556	0.08274198666817113	0.7890021591933501	0.031137627623789934	0.7890021591933501	C4
DLBCL10476	0.044434222532068864	0.014320821262899177	0.05233547846771066	0.8699741376705826	0.018935340066738672	0.8699741376705826	C4
DLBCL11579	0.0008429281713516128	0.9950284230616382	0.0019612832912052716	0.0010259510163049702	0.0011414144594999768	0.9950284230616382	C2
DLBCL_RICOVER_181	0.9248106145283714	0.009012890356801258	0.015393527471904317	0.017866774913062135	0.032916192729860905	0.9248106145283714	C1
DLBCL11005	0.0194534292619214	0.18695078663607553	0.040153484711213806	0.13637544249420389	0.6170668568965854	0.6170668568965854	C5
DLBCL11665	0.07498625870141176	0.01857823673264558	0.15108823681135905	0.7339237185711794	0.021423549183404167	0.7339237185711794	C4
DLBCL_RICOVER_290	0.9966512119257364	0.0004118475146915078	0.0007048813696756943	0.001456527716031459	0.0007755314738650271	0.9966512119257364	C1
DLBCL10508	0.01621313603763207	0.011602053520443972	0.027653561352459798	0.05787154066529377	0.8866597084241704	0.8866597084241704	C5
DLBCL_C_D_1158_NULLPAIR	0.5302534076862994	0.09066368513658486	0.04263990157794025	0.3103510903368587	0.02609191526231688	0.5302534076862994	C1
DLBCL11531	0.21960513990789812	0.5321537023000336	0.16127641824227731	0.07262375524154215	0.01434098430824881	0.5321537023000336	C2
DLBCL_LS1583	0.0084639390404387	0.02301408039132421	0.028308843468656135	0.04437935926805791	0.8958337778315231	0.8958337778315231	C5
DLBCL_RICOVER_1237	0.14080567291616877	0.041392424652133074	0.011410775147247417	0.02164123144434423	0.7847498958401065	0.7847498958401065	C5
DLBCL11540	0.046544661137468926	0.06785707780717762	0.0878702682390051	0.029665375262929033	0.7680626175534193	0.7680626175534193	C5
DLBCL11584	0.015935424620728684	0.011770381548211768	0.9541689900099861	0.012347165602188041	0.005778038218885441	0.9541689900099861	C3
DLBCL10504	0.08844745045732672	0.00919112960597047	0.10071155492039072	0.0774389741663299	0.7242108908499822	0.7242108908499822	C5
DLBCL10506	0.6733066729942159	0.03566612440711989	0.04675747124159842	0.2261084909112933	0.018161240445772563	0.6733066729942159	C1
DLBCL11445	0.9549412376646822	0.003649103337641088	0.006744820700792237	0.023523878638180024	0.01114095965870446	0.9549412376646822	C1
DLBCL10926	0.012144008355551721	0.9283558326945294	0.013357825932315208	0.015961511321857778	0.030180821695745926	0.9283558326945294	C2
DLBCL_LS3387	0.3449476785274521	0.011999297307065943	0.3059245416386026	0.30629887595787764	0.030829606569001626	0.3449476785274521	C1
DLBCL_RICOVER_266	0.026703323226617438	0.9268966507981405	0.010495259999536691	0.013667836040171757	0.02223692993553354	0.9268966507981405	C2
DLBCL11578	0.060955929808642284	0.025860651164994038	0.09020677002027098	0.7833629362696257	0.039613712736466966	0.7833629362696257	C4
DLBCL_MC_F990_MNA	0.03673572732208163	0.5440516032107653	0.0252010180931346	0.05198262673685935	0.3420290246371591	0.5440516032107653	C2
DLBCL_RICOVER_1257	0.012269783045863653	0.06030513045791799	0.008564315997869002	0.01935339330837997	0.8995073771899694	0.8995073771899694	C5
DLBCL_RICOVER_692	0.14807780397391587	0.023692981969811656	0.029838645133651486	0.7530891333208317	0.045301435601789244	0.7530891333208317	C4
DLBCL10953	0.8864420928169466	0.010751453173550335	0.03352225571039874	0.0307361037656069	0.03854809453349738	0.8864420928169466	C1
DLBCL_MC_F339_JPS2	0.0028876232771645103	0.004378903310888926	0.002952080268606026	0.005689846067304114	0.9840915470760364	0.9840915470760364	C5
DLBCL_MC_F648_JKW	0.7766172951394557	0.054975144817991865	0.028046858847767846	0.11485993493563605	0.025500766259148582	0.7766172951394557	C1
DLBCL_RICOVER_822	0.008793770548618266	0.9103814539026931	0.016461850212296836	0.009668764848671933	0.05469416048771985	0.9103814539026931	C2
DLBCL11438	0.0004015919664450592	0.998075547498504	0.0006581732231370524	0.0003751183279935321	0.0004895689839203751	0.998075547498504	C2
DLBCL_RICOVER_197	0.04178116578871052	0.03624457137402893	0.12212282327879104	0.7720980242030389	0.027753415355430598	0.7720980242030389	C4
DLBCL10505	0.24549841329700053	0.02016135283571622	0.12091455585958549	0.5942913377229978	0.019134340284699906	0.5942913377229978	C4
DLBCL_MC_F344_CJS	0.004463869716216265	0.006112662466876732	0.9746248570890196	0.010514952249314896	0.004283658478572484	0.9746248570890196	C3
DLBCL_LS3808	0.19547507488250482	0.02977594636208616	0.2441050138471969	0.21729858170187186	0.3133453832063402	0.3133453832063402	C5
DLBCL_RICOVER_1072	0.04858767801400737	0.06611711177935604	0.08711893938807475	0.7781105644558658	0.020065706362696032	0.7781105644558658	C4
DLBCL11452	0.8317597998738372	0.03465918922211794	0.0153753631355367	0.1025021134465816	0.01570353432192657	0.8317597998738372	C1
DLBCL_C_D_1146_NULLPAIR	0.13099773572594942	0.15240935695670832	0.06068072256342528	0.623927155712282	0.03198502904163504	0.623927155712282	C4
DLBCL11514	0.002775274925558023	0.004409391272076617	0.00268258614114445	0.005727710156527645	0.9844050375046932	0.9844050375046932	C5
DLBCL_RICOVER_694	0.9727569423622073	0.003762158807994978	0.004726165823824268	0.014757804074068893	0.003996928931904505	0.9727569423622073	C1
DLBCL_C_D_1121_NULLPAIR	0.034326694089695645	0.053126329746764435	0.0931698238844505	0.7811817208400565	0.03819543143903287	0.7811817208400565	C4
DLBCL10500	0.021528968678320295	0.1435583947906526	0.0432976621158581	0.04664244157742701	0.744972532837742	0.744972532837742	C5
DLBCL_RICOVER_107	0.0043021593295347604	0.9732838744282895	0.010868243749207302	0.005573979338187968	0.005971743154780551	0.9732838744282895	C2
DLBCL_RICOVER_1138	0.0821300474222198	0.017829303545301316	0.03261498847141004	0.8470489247619475	0.02037673579912132	0.8470489247619475	C4
DLBCL_LS3866	0.033491270135714235	0.012751406479948477	0.029442227615458835	0.9025908025156891	0.021724293253189315	0.9025908025156891	C4
DLBCL11451	0.0026417988654701243	0.007123340592252765	0.00303863266428252	0.004712607803894848	0.9824836200740997	0.9824836200740997	C5
DLBCL_LS3309	0.008915542642904664	0.9224865354961522	0.05048095892979504	0.0067676813390457405	0.011349281592102281	0.9224865354961522	C2
DLBCL11563	0.01177250893218136	0.012973727751436504	0.9547683341278761	0.01630290427671126	0.0041825249117947725	0.9547683341278761	C3
DLBCL11586	0.10713617579951144	0.01460126536047136	0.030657172853737005	0.8191398021879585	0.028465583798321762	0.8191398021879585	C4
DLBCL_RICOVER_431	0.0023395694071050082	0.004098574854317735	0.002287224196128792	0.004795004563948672	0.9864796269784998	0.9864796269784998	C5
DLBCL_RICOVER_763	0.013816263137977697	0.2777792795624268	0.02587131109655202	0.051611365737911925	0.6309217804651315	0.6309217804651315	C5
DLBCL_RICOVER_1013	0.004187356089129807	0.009538882001000448	0.9707935955077285	0.009204569118812872	0.00627559728332835	0.9707935955077285	C3
DLBCL11506	0.8437882322037232	0.011686971766993322	0.08961268168285731	0.02718824127703309	0.02772387306939308	0.8437882322037232	C1
DLBCL_C_D_1127_NULLPAIR	0.0037549058860962053	0.005193665339184363	0.9797215904228673	0.008600033711170494	0.0027298046406815557	0.9797215904228673	C3
DLBCL_LS4618	0.0036239673953294012	0.004925841587312105	0.9778408375768263	0.009128475423470027	0.00448087801706219	0.9778408375768263	C3
DLBCL10533	0.008234741577327061	0.039971127590412034	0.007219824897172764	0.009455630295461386	0.9351186756396268	0.9351186756396268	C5
DLBCL11193	0.06879766539202552	0.4033875245397285	0.12777742523279695	0.351442779262881	0.048594605572568075	0.4033875245397285	C2
DLBCL10537	0.034513191704288876	0.012512719349289358	0.9259088112791534	0.020365261362954377	0.00670001630431406	0.9259088112791534	C3
DLBCL_LS4394	0.48640810004247664	0.2579652023554186	0.20422751797937588	0.03993208736038743	0.011467092262341485	0.48640810004247664	C1
DLBCL_MC_F358_WDS	0.0039427810827620405	0.0038683489590372005	0.9808238346595145	0.008186982153908411	0.0031780531447777897	0.9808238346595145	C3
DLBCL_RICOVER_1247	0.03522133314396234	0.017136707604960964	0.03234028739272729	0.8859516513656185	0.02935002049273096	0.8859516513656185	C4
DLBCL_LS2258	0.0013673174806251042	0.9942359379776158	0.002034909522283685	0.0011278196920064083	0.0012340153274689968	0.9942359379776158	C2
DLBCL10545	0.8863336328441513	0.025286272578872254	0.05520231821526847	0.022678121464921087	0.0104996548967869	0.8863336328441513	C1
DLBCL_MC_F089_MLB	0.008979522914875058	0.02567098747780654	0.008760311911127604	0.026051750120292386	0.9305374275758984	0.9305374275758984	C5
DLBCL_RICOVER_543	0.002816677879675302	0.006168198323655163	0.00420650760819682	0.006545484805228387	0.9802631313832443	0.9802631313832443	C5
DLBCL10528	0.0024964614469314503	0.9849742152044939	0.007232153883783015	0.001965271218899089	0.0033318982458925843	0.9849742152044939	C2
DLBCL11180	0.031596013228618214	0.2271569371960389	0.022687777378537537	0.017268028962393548	0.7012912432344118	0.7012912432344118	C5
DLBCL10938	0.004484854122041414	0.0072214262970190304	0.006483944204374718	0.014403293118383016	0.9674064822581818	0.9674064822581818	C5
DLBCL_RICOVER_463	0.014907367887062914	0.021829936129434097	0.9135115517997965	0.04304775795879691	0.006703386224909545	0.9135115517997965	C3
DLBCL_RICOVER_623	0.007777509890793112	0.9350114805061643	0.027847267587544074	0.02009079539389387	0.009272946621604623	0.9350114805061643	C2
DLBCL_RICOVER_1199	0.049893796354202415	0.024049488302795567	0.5595923678841541	0.35080284910618714	0.01566149835266072	0.5595923678841541	C3
DLBCL11508	0.9963312075745151	0.0005024068339874141	0.0006840487159488162	0.0017360661750453249	0.0007462707005033565	0.9963312075745151	C1
DLBCL_MC_F959_ERM	0.015308265982651139	0.9415827635342955	0.012160656955005846	0.008748257725923927	0.022200055802123596	0.9415827635342955	C2
DLBCL10942	0.8750381749076752	0.012842938577650035	0.012053965669155354	0.08862397313591398	0.011440947709605466	0.8750381749076752	C1
DLBCL10943	0.004884547926828505	0.0056474065257529306	0.004899353402188088	0.007065060734552726	0.9775036314106778	0.9775036314106778	C5
DLBCL_RICOVER_208	0.01874381002528997	0.8523098342412044	0.10575044997424697	0.01093667972933468	0.01225922602992396	0.8523098342412044	C2
DLBCL10470	0.03384384680697411	0.29179781433321866	0.2604833611628249	0.37057133128985853	0.04330364640712377	0.37057133128985853	C4
DLBCL11684	0.0014693908617272374	0.9918318578575914	0.0033285921666377513	0.0017037305279800751	0.0016664285860635596	0.9918318578575914	C2
DLBCL10493	0.016126133035276997	0.875825410908466	0.07519294547857791	0.018736626694517956	0.014118883883161097	0.875825410908466	C2
DLBCL10998	0.6148504156915953	0.03206035640661046	0.02900594960314199	0.21644175874520485	0.10764151955344749	0.6148504156915953	C1
DLBCL11560	0.03755538508957947	0.020130067251439416	0.034000433794522625	0.8900229794522921	0.018291134412166378	0.8900229794522921	C4
DLBCL_RICOVER_865	0.8988819773818219	0.03859873344877857	0.006861473600501261	0.027334905181620697	0.02832291038727767	0.8988819773818219	C1
DLBCL10507	0.00044144660270040343	0.9979488738393151	0.0007568346088673412	0.0003770761194800834	0.00047576882963714566	0.9979488738393151	C2
DLBCL_RICOVER_336	0.0636952732630446	0.02543745554834204	0.030184806894169715	0.8443939637602443	0.03628850053419934	0.8443939637602443	C4
DLBCL10948	0.016560357340102982	0.5090456884868125	0.03962006861997323	0.05359533299527876	0.3811785525578325	0.5090456884868125	C2
DLBCL11575	0.006868312436194279	0.007471482809077084	0.9699097257819048	0.01265245079966969	0.0030980281731541066	0.9699097257819048	C3
DLBCL_C_D_1142_NULLPAIR	0.014698568345183792	0.9212765269483428	0.010603954217130234	0.011436580527540858	0.04198436996180227	0.9212765269483428	C2
DLBCL11562	0.0354219709044043	0.5412750279072047	0.3802597208955295	0.01902809666410421	0.024015183628757264	0.5412750279072047	C2
DLBCL_LS2305	0.010363638014612287	0.012288335594466182	0.9454452034051424	0.026876961152926124	0.005025861832853075	0.9454452034051424	C3
DLBCL_C_D_PAIR2	0.1005560741096572	0.7598053036945455	0.06474268442184386	0.02366850949733341	0.05122742827662003	0.7598053036945455	C2
DLBCL_C_D_PAIR20	0.0166546904835532	0.2800629197305599	0.14650948103025663	0.019757986205533064	0.5370149225500972	0.5370149225500972	C5
DLBCL_C_D_PAIR22	0.09351142088039267	0.6046021814807856	0.2496937677691884	0.03291115196341219	0.019281477906221166	0.6046021814807856	C2
DLBCL_C_D_PAIR23	0.24139113999226436	0.5123140333230009	0.016245547595373687	0.03615756052671906	0.1938917185626421	0.5123140333230009	C2
DLBCL_C_D_PAIR5	0.006722850143360141	0.9378970849602201	0.038899114323178725	0.006343589516345098	0.01013736105689599	0.9378970849602201	C2
DLBCL_C_D_PAIR9	0.08812127936082093	0.3786527799799296	0.027101632592484673	0.43801006646188223	0.06811424160488258	0.43801006646188223	C4
